,match_id,season,start_date,venue,team,player,total_runs,total_wickets
0,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,MM Ali,11,0
1,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,RJW Topley,0,0
2,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,HC Brook,25,0
3,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,DJ Malan,14,0
4,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,MA Wood,13,0
5,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,AAP Atkinson,0,0
6,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,BA Stokes,0,0
7,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,JC Buttler,43,0
8,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,CR Woakes,11,0
9,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,JE Root,77,0
10,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,SM Curran,14,1
11,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,DJ Willey,0,0
12,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,JM Bairstow,33,0
13,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,AU Rashid,15,0
14,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",England,LS Livingstone,20,0
15,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,JDS Neesham,0,0
16,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,R Ravindra,123,1
17,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,MJ Santner,0,2
18,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,LH Ferguson,0,0
19,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,DP Conway,152,0
20,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,GD Phillips,0,2
21,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,DJ Mitchell,0,0
22,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,TG Southee,0,0
23,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,KS Williamson,0,0
24,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,TA Boult,0,1
25,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,WA Young,0,0
26,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,MS Chapman,0,0
27,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,MJ Henry,0,3
28,1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",New Zealand,TWM Latham,0,0
46,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Fakhar Zaman,12,0
47,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Hasan Ali,0,2
48,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Haris Rauf,16,3
49,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Mohammad Rizwan,68,0
50,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Mohammad Nawaz,39,1
51,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Abdullah Shafique,0,0
52,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Usama Mir,0,0
53,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Mohammad Wasim,0,0
54,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Shadab Khan,32,1
55,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Iftikhar Ahmed,9,1
56,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Saud Shakeel,68,0
57,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Shaheen Shah Afridi,13,1
58,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Babar Azam,5,0
59,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pakistan,Imam-ul-Haq,15,0
60,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,SA Engelbrecht,0,0
61,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,BFW de Leede,67,4
62,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Vikramjit Singh,52,0
63,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,PA van Meekeren,7,1
64,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,RE van der Merwe,4,0
65,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,MP O'Dowd,5,0
66,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,LV van Beek,28,1
67,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,W Barresi,0,0
68,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Shariz Ahmad,0,0
69,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,SA Edwards,0,0
70,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,CN Ackermann,17,2
71,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Saqib Zulfiqar,10,0
72,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,R Klein,0,0
73,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,A Dutt,1,1
74,2,2023/24,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,AT Nidamanuru,5,0
96,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Noor Ahmad,0,0
97,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Rahmanullah Gurbaz,47,0
98,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Rashid Khan,9,0
99,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Naveen-ul-Haq,0,1
100,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Azmatullah Omarzai,22,1
101,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Mujeeb Ur Rahman,1,0
102,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Fazalhaq Farooqi,0,1
103,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Mohammad Nabi,6,0
104,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Rahmat Shah,18,0
105,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Ibrahim Zadran,22,0
106,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Ikram Alikhil,0,0
107,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Najibullah Zadran,5,0
108,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Afghanistan,Hashmatullah Shahidi,18,0
109,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Shakib Al Hasan,14,3
110,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Nazmul Hossain Shanto,59,0
111,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Mushfiqur Rahim,2,0
112,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Mehedi Hasan Miraz,57,3
113,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Shoriful Islam,0,2
114,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Mustafizur Rahman,0,1
115,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Mahmudullah,0,0
116,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Liton Das,13,0
117,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Towhid Hridoy,0,0
118,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Nasum Ahmed,0,0
119,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Taskin Ahmed,0,1
120,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Hasan Mahmud,0,0
121,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Tanzid Hasan,5,0
122,3,2023/24,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Bangladesh,Mahedi Hasan,0,0
143,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,DA Miller,39,0
144,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,Q de Kock,100,0
145,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,M Jansen,12,2
146,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,T Shamsi,0,0
147,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,K Rabada,0,2
148,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,KA Maharaj,0,2
149,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,L Ngidi,0,1
150,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,RR Hendricks,0,0
151,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,AK Markram,106,0
152,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,LB Williams,0,0
153,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,T Bavuma,8,0
154,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,H Klaasen,32,0
155,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,HE van der Dussen,108,0
156,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",South Africa,G Coetzee,0,3
157,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,PVD Chameera,0,0
158,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,D Madushanka,4,2
159,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,C Karunaratne,0,0
160,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,CBRLS Kumara,0,0
161,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,MADI Hemantha,0,0
162,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,DM de Silva,11,0
163,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,BKG Mendis,76,0
164,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,P Nissanka,0,0
165,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,KIC Asalanka,79,0
166,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,M Theekshana,0,0
167,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,M Pathirana,5,1
168,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,DN Wellalage,0,1
169,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,S Samarawickrama,23,0
170,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,FDM Karunaratne,0,0
171,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,CAK Rajitha,33,1
172,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,AD Mathews,0,0
173,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,MD Shanaka,68,0
174,4,2023/24,2023-10-07,"Arun Jaitley Stadium, Delhi",Sri Lanka,MDKJ Perera,7,0
196,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,M Labuschagne,27,0
197,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,AT Carey,0,0
198,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,GJ Maxwell,15,0
199,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,A Zampa,6,0
200,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,MA Starc,28,1
201,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,TM Head,0,0
202,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,JP Inglis,0,0
203,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,MR Marsh,0,0
204,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,PJ Cummins,15,0
205,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,MP Stoinis,0,0
206,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,C Green,8,0
207,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,JR Hazlewood,1,3
208,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,DA Warner,41,0
209,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,SPD Smith,46,0
210,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,R Ashwin,0,1
211,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,SS Iyer,0,0
212,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,HH Pandya,11,1
213,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,KL Rahul,97,0
214,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Shubman Gill,0,0
215,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,JJ Bumrah,0,2
216,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mohammed Siraj,0,1
217,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,RG Sharma,0,0
218,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Mohammed Shami,0,0
219,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,SA Yadav,0,0
220,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,V Kohli,85,0
221,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,RA Jadeja,0,3
222,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Ishan Kishan,0,0
223,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Kuldeep Yadav,0,2
224,5,2023/24,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,SN Thakur,0,0
242,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,JDS Neesham,0,0
243,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,R Ravindra,51,1
244,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,MJ Santner,36,5
245,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,LH Ferguson,0,0
246,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,DP Conway,32,0
247,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,GD Phillips,4,0
248,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,DJ Mitchell,48,0
249,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,TG Southee,0,0
250,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,KS Williamson,0,0
251,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,TA Boult,0,0
252,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,WA Young,70,0
253,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,MS Chapman,5,0
254,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,MJ Henry,10,3
255,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,TWM Latham,53,0
256,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,SA Engelbrecht,29,0
257,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,BFW de Leede,18,1
258,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Vikramjit Singh,12,0
259,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,PA van Meekeren,4,2
260,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,RE van der Merwe,1,2
261,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,MP O'Dowd,16,0
262,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,LV van Beek,0,0
263,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,W Barresi,0,0
264,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Shariz Ahmad,0,0
265,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,SA Edwards,30,0
266,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,CN Ackermann,69,0
267,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,Saqib Zulfiqar,0,0
268,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,R Klein,8,0
269,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,A Dutt,11,2
270,6,2023/24,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Netherlands,AT Nidamanuru,21,0
291,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,MM Ali,0,0
292,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,RJW Topley,1,4
293,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,HC Brook,20,0
294,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,DJ Malan,140,0
295,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,MA Wood,6,1
296,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,AAP Atkinson,0,0
297,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,BA Stokes,0,0
298,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,JC Buttler,20,0
299,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,CR Woakes,14,2
300,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,JE Root,82,0
301,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,SM Curran,11,1
302,7,2023/24,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",England,DJ Willey,0,0
